start_x,start_y,goal_x,goal_y,path_length
0.5894,0.9367,0.7328,1.4292,0.5505
0.2382,-0.5701,0.6324,1.3667,1.9809
0.6324,1.3667,0.7328,1.4292,0.1183
0.2382,-0.5701,0.7328,1.4292,2.0992
-0.5156,1.4212,1.1234,-0.4777,2.5091
-0.5156,1.4212,-0.3364,1.22,0.2694
-0.3364,1.22,1.1234,-0.4777,2.2396
-0.5156,1.4212,-0.0569,0.9024,0.6925
-0.0569,0.9024,1.1234,-0.4777,1.8166
-0.5156,1.4212,0.1025,0.7036,0.9473
0.1025,0.7036,1.1234,-0.4777,1.5618
-0.5156,1.4212,0.2567,0.5402,1.172
0.2567,0.5402,1.1234,-0.4777,1.3371
-0.5156,1.4212,0.4134,0.3583,1.4121
0.4134,0.3583,1.1234,-0.4777,1.097
-0.5156,1.4212,0.637,0.1065,1.7488
0.637,0.1065,1.1234,-0.4777,0.7603
-0.5156,1.4212,0.818,-0.1124,2.0328
0.818,-0.1124,1.1234,-0.4777,0.4762
-0.5156,1.4212,1.1234,-0.4777,2.5091
-0.3015,0.4285,1.6012,0.7476,1.9399
-0.3015,0.4285,-0.006,0.4603,0.2972
-0.006,0.4603,1.6012,0.7476,1.6428
-0.3015,0.4285,0.2476,0.4865,0.5521
0.2476,0.4865,1.6012,0.7476,1.3879
-0.3015,0.4285,0.7133,0.5553,1.0229
0.7133,0.5553,1.6012,0.7476,0.917
-0.3015,0.4285,1.0534,0.6025,1.3662
1.0534,0.6025,1.6012,0.7476,0.5737
-0.3015,0.4285,1.3481,0.6353,1.6628
1.3481,0.6353,1.6012,0.7476,0.2772
-0.3015,0.4285,1.5172,0.7041,1.8453
1.5172,0.7041,1.6012,0.7476,0.0946
-0.3015,0.4285,1.6012,0.7476,1.9399
1.4021,1.9888,1.4908,1.2574,0.7371
1.4021,1.9888,1.4394,1.7497,0.242
1.4394,1.7497,1.4908,1.2574,0.4951
1.4021,1.9888,1.4908,1.2574,0.7371
0.9167,-0.8446,-0.9888,-0.5418,1.9296
0.9167,-0.8446,0.7192,-0.8133,0.2
0.7192,-0.8133,-0.9888,-0.5418,1.7296
0.9167,-0.8446,0.4143,-0.759,0.5097
0.4143,-0.759,-0.9888,-0.5418,1.4199
0.9167,-0.8446,0.1875,-0.7235,0.7392
0.1875,-0.7235,-0.9888,-0.5418,1.1904
0.9167,-0.8446,-0.1096,-0.67,1.0411
-0.1096,-0.67,-0.9888,-0.5418,0.8885
0.9167,-0.8446,-0.5174,-0.6099,1.4534
-0.5174,-0.6099,-0.9888,-0.5418,0.4762
0.9167,-0.8446,-0.9888,-0.5418,1.9296
-1.7571,1.626,0.5939,-0.4611,3.4446
-1.7571,1.626,-1.6131,1.1775,0.4711
-1.6131,1.1775,0.5939,-0.4611,2.9735
-1.7571,1.626,-1.4684,0.7558,0.917
-1.4684,0.7558,0.5939,-0.4611,2.5277
-1.7571,1.626,-1.4113,0.5794,1.1024
-1.4113,0.5794,0.5939,-0.4611,2.3423
-1.7571,1.626,-1.1547,0.3668,1.4356
-1.1547,0.3668,0.5939,-0.4611,2.009
-1.7571,1.626,-1.0439,0.2759,1.5789
-1.0439,0.2759,0.5939,-0.4611,1.8657
-1.7571,1.626,-0.7608,0.0309,1.9532
-0.7608,0.0309,0.5939,-0.4611,1.4914
-1.7571,1.626,-0.5236,-0.181,2.2713
-0.5236,-0.181,0.5939,-0.4611,1.1733
-1.7571,1.626,-0.3962,-0.2886,2.4381
-0.3962,-0.2886,0.5939,-0.4611,1.0065
-1.7571,1.626,-0.0841,-0.367,2.7599
-0.0841,-0.367,0.5939,-0.4611,0.6847
-1.7571,1.626,0.3588,-0.4201,3.2059
0.3588,-0.4201,0.5939,-0.4611,0.2387
-1.7571,1.626,0.5939,-0.4611,3.4446
0.4302,0.3489,0.3096,1.7323,1.3891
0.4302,0.3489,0.3887,0.7174,0.3708
0.3887,0.7174,0.3096,1.7323,1.0184
0.4302,0.3489,0.3455,1.117,0.7728
0.3455,1.117,0.3096,1.7323,0.6164
0.4302,0.3489,0.3233,1.4082,1.0648
0.3233,1.4082,0.3096,1.7323,0.3243
0.4302,0.3489,0.3096,1.7323,1.3891
-0.4531,0.2945,1.3042,-0.2784,1.9276
-0.4531,0.2945,-0.2709,0.3156,0.1834
-0.2709,0.3156,1.3042,-0.2784,1.7442
-0.4531,0.2945,-0.0236,0.3227,0.4308
-0.0236,0.3227,1.3042,-0.2784,1.4968
-0.4531,0.2945,0.2607,0.3374,0.7155
0.2607,0.3374,1.3042,-0.2784,1.2121
-0.4531,0.2945,0.4851,0.2218,0.9679
0.4851,0.2218,1.3042,-0.2784,0.9597
-0.4531,0.2945,0.7907,0.0332,1.327
0.7907,0.0332,1.3042,-0.2784,0.6006
-0.4531,0.2945,0.9958,-0.0924,1.5675
0.9958,-0.0924,1.3042,-0.2784,0.3601
-0.4531,0.2945,1.3042,-0.2784,1.9276
1.3422,-0.8676,0.6578,-0.7479,0.6948
1.3422,-0.8676,0.9511,-0.7948,0.3978
0.9511,-0.7948,0.6578,-0.7479,0.2971
1.3422,-0.8676,0.6578,-0.7479,0.6948
0.6555,1.9114,0.8565,-0.5194,2.4544
0.6555,1.9114,0.6144,1.4402,0.473
0.6144,1.4402,0.8565,-0.5194,1.9814
0.6555,1.9114,0.6154,1.1385,0.7747
0.6154,1.1385,0.8565,-0.5194,1.6798
0.6555,1.9114,0.6246,0.844,1.0693
0.6246,0.844,0.8565,-0.5194,1.3851
0.6555,1.9114,0.6268,0.7206,1.1928
0.6268,0.7206,0.8565,-0.5194,1.2617
0.6555,1.9114,0.6572,0.5138,1.4017
0.6572,0.5138,0.8565,-0.5194,1.0527
0.6555,1.9114,0.7014,0.3311,1.5898
0.7014,0.3311,0.8565,-0.5194,0.8646
0.6555,1.9114,0.7417,0.0675,1.8565
0.7417,0.0675,0.8565,-0.5194,0.598
0.6555,1.9114,0.7953,-0.209,2.1381
0.7953,-0.209,0.8565,-0.5194,0.3164
0.6555,1.9114,0.8565,-0.5194,2.4544
-0.8513,1.9794,1.2267,0.4467,2.6283
-0.8513,1.9794,-0.6227,1.7654,0.3131
-0.6227,1.7654,1.2267,0.4467,2.3152
-0.8513,1.9794,-0.2898,1.4564,0.7673
-0.2898,1.4564,1.2267,0.4467,1.8611
-0.8513,1.9794,0.0738,1.1257,1.2588
0.0738,1.1257,1.2267,0.4467,1.3695
-0.8513,1.9794,0.2473,0.9686,1.4928
0.2473,0.9686,1.2267,0.4467,1.1355
-0.8513,1.9794,0.5589,0.6865,1.9132
0.5589,0.6865,1.2267,0.4467,0.7151
-0.8513,1.9794,0.7354,0.5811,2.1187
0.7354,0.5811,1.2267,0.4467,0.5096
-0.8513,1.9794,1.063,0.4843,2.4604
1.063,0.4843,1.2267,0.4467,0.1679
-0.8513,1.9794,1.2267,0.4467,2.6283
1.641,1.5177,0.4251,0.1828,1.9767
1.641,1.5177,1.518,1.0918,0.4433
1.518,1.0918,0.4251,0.1828,1.5333
1.641,1.5177,1.3943,0.6529,0.8993
1.3943,0.6529,0.4251,0.1828,1.0773
1.641,1.5177,0.9969,0.4652,1.3388
0.9969,0.4652,0.4251,0.1828,0.6378
1.641,1.5177,0.5575,0.2497,1.8283
0.5575,0.2497,0.4251,0.1828,0.1484
1.641,1.5177,0.4251,0.1828,1.9767
1.2306,0.5761,-0.3787,0.6871,1.6131
1.2306,0.5761,0.7445,0.6085,0.4872
0.7445,0.6085,-0.3787,0.6871,1.126
1.2306,0.5761,0.3208,0.6359,0.9118
0.3208,0.6359,-0.3787,0.6871,0.7014
1.2306,0.5761,0.2205,0.6429,1.0122
0.2205,0.6429,-0.3787,0.6871,0.6009
1.2306,0.5761,-0.1802,0.6735,1.4142
-0.1802,0.6735,-0.3787,0.6871,0.1989
1.2306,0.5761,-0.3787,0.6871,1.6131
0.4671,1.2481,-1.3176,0.0127,2.1707
0.4671,1.2481,0.1496,1.0211,0.3903
0.1496,1.0211,-1.3176,0.0127,1.7804
0.4671,1.2481,-0.1169,0.8406,0.7121
-0.1169,0.8406,-1.3176,0.0127,1.4586
0.4671,1.2481,-0.3046,0.7145,0.9383
-0.3046,0.7145,-1.3176,0.0127,1.2324
0.4671,1.2481,-0.4604,0.6117,1.1249
-0.4604,0.6117,-1.3176,0.0127,1.0458
0.4671,1.2481,-0.8449,0.3417,1.5948
-0.8449,0.3417,-1.3176,0.0127,0.5759
0.4671,1.2481,-1.2044,0.0922,2.0324
-1.2044,0.0922,-1.3176,0.0127,0.1383
0.4671,1.2481,-1.3176,0.0127,2.1707
0.8787,0.1492,1.0636,1.5319,1.7395
0.8787,0.1492,0.7747,0.3344,0.2125
0.7747,0.3344,1.0636,1.5319,1.5271
0.8787,0.1492,0.6271,0.6693,0.5784
0.6271,0.6693,1.0636,1.5319,1.1611
0.8787,0.1492,0.625,0.9843,0.8934
0.625,0.9843,1.0636,1.5319,0.8461
0.8787,0.1492,0.6308,1.3672,1.2764
0.6308,1.3672,1.0636,1.5319,0.4631
0.8787,0.1492,1.0636,1.5319,1.7395
-1.346,0.5456,0.1741,-0.3262,1.8464
-1.346,0.5456,-1.1988,0.4206,0.1932
-1.1988,0.4206,0.1741,-0.3262,1.6532
-1.346,0.5456,-0.8261,0.1069,0.6803
-0.8261,0.1069,0.1741,-0.3262,1.166
-1.346,0.5456,-0.5547,-0.1121,1.029
-0.5547,-0.1121,0.1741,-0.3262,0.8173
-1.346,0.5456,-0.3358,-0.2929,1.3129
-0.3358,-0.2929,0.1741,-0.3262,0.5334
-1.346,0.5456,-0.262,-0.3549,1.4093
-0.262,-0.3549,0.1741,-0.3262,0.4371
-1.346,0.5456,0.1741,-0.3262,1.8464
-1.5826,-0.5197,0.6982,-0.7803,2.2973
-1.5826,-0.5197,-1.1731,-0.567,0.4123
-1.1731,-0.567,0.6982,-0.7803,1.8851
-1.5826,-0.5197,-0.7669,-0.6273,0.8229
-0.7669,-0.6273,0.6982,-0.7803,1.4744
-1.5826,-0.5197,-0.4937,-0.6565,1.0977
-0.4937,-0.6565,0.6982,-0.7803,1.1996
-1.5826,-0.5197,-0.3026,-0.6758,1.2897
-0.3026,-0.6758,0.6982,-0.7803,1.0076
-1.5826,-0.5197,-0.0495,-0.6987,1.5438
-0.0495,-0.6987,0.6982,-0.7803,0.7535
-1.5826,-0.5197,0.3437,-0.719,1.9376
0.3437,-0.719,0.6982,-0.7803,0.3598
-1.5826,-0.5197,0.6982,-0.7803,2.2973
1.5609,0.2493,1.9319,0.8708,0.7243
1.5609,0.2493,1.6976,0.4522,0.2446
1.6976,0.4522,1.9319,0.8708,0.4797
1.5609,0.2493,1.9319,0.8708,0.7243
1.7064,0.1288,-1.8129,-0.1995,3.5989
1.7064,0.1288,1.2493,-0.018,0.4801
1.2493,-0.018,-1.8129,-0.1995,3.1187
1.7064,0.1288,0.8865,-0.1159,0.8559
0.8865,-0.1159,-1.8129,-0.1995,2.743
1.7064,0.1288,0.5409,-0.2261,1.2187
0.5409,-0.2261,-1.8129,-0.1995,2.3802
1.7064,0.1288,0.3144,-0.3258,1.4661
0.3144,-0.3258,-1.8129,-0.1995,2.1328
1.7064,0.1288,-0.1169,-0.3276,1.8974
-0.1169,-0.3276,-1.8129,-0.1995,1.7014
1.7064,0.1288,-0.4584,-0.3123,2.2392
-0.4584,-0.3123,-1.8129,-0.1995,1.3596
1.7064,0.1288,-0.7983,-0.2827,2.5805
-0.7983,-0.2827,-1.8129,-0.1995,1.0184
1.7064,0.1288,-1.0082,-0.26,2.7915
-1.0082,-0.26,-1.8129,-0.1995,0.8073
1.7064,0.1288,-1.3425,-0.2462,3.1262
-1.3425,-0.2462,-1.8129,-0.1995,0.4727
1.7064,0.1288,-1.4968,-0.2319,3.2811
-1.4968,-0.2319,-1.8129,-0.1995,0.3178
1.7064,0.1288,-1.8129,-0.1995,3.5989
1.8537,0.6293,-1.705,1.8766,3.8829
1.8537,0.6293,1.6961,0.6285,0.1576
1.6961,0.6285,-1.705,1.8766,3.7253
1.8537,0.6293,1.2994,0.6225,0.5544
1.2994,0.6225,-1.705,1.8766,3.3285
1.8537,0.6293,1.075,0.6161,0.7788
1.075,0.6161,-1.705,1.8766,3.104
1.8537,0.6293,0.7945,0.6125,1.0593
0.7945,0.6125,-1.705,1.8766,2.8235
1.8537,0.6293,0.575,0.6513,1.2823
0.575,0.6513,-1.705,1.8766,2.6006
1.8537,0.6293,0.3412,0.8044,1.5618
0.3412,0.8044,-1.705,1.8766,2.3211
1.8537,0.6293,0.1223,0.9549,1.8274
0.1223,0.9549,-1.705,1.8766,2.0555
1.8537,0.6293,-0.1089,1.1115,2.1066
-0.1089,1.1115,-1.705,1.8766,1.7762
1.8537,0.6293,-0.4981,1.3613,2.5691
-0.4981,1.3613,-1.705,1.8766,1.3138
1.8537,0.6293,-0.6797,1.4626,2.7771
-0.6797,1.4626,-1.705,1.8766,1.1058
1.8537,0.6293,-0.9981,1.5844,3.1179
-0.9981,1.5844,-1.705,1.8766,0.7649
1.8537,0.6293,-1.343,1.7263,3.4909
-1.343,1.7263,-1.705,1.8766,0.3919
1.8537,0.6293,-1.705,1.8766,3.8829
-1.0303,-0.014,-0.9753,-0.6658,0.6542
-1.0303,-0.014,-0.998,-0.3416,0.3292
-0.998,-0.3416,-0.9753,-0.6658,0.325
-1.0303,-0.014,-0.9753,-0.6658,0.6542
-0.3384,0.1512,-0.7484,1.5057,1.4766
-0.3384,0.1512,-0.3876,0.3875,0.2414
-0.3876,0.3875,-0.7484,1.5057,1.2352
-0.3384,0.1512,-0.4099,0.5261,0.3818
-0.4099,0.5261,-0.7484,1.5057,1.0949
-0.3384,0.1512,-0.4654,0.8083,0.6694
-0.4654,0.8083,-0.7484,1.5057,0.8073
-0.3384,0.1512,-0.5092,1.0543,0.9192
-0.5092,1.0543,-0.7484,1.5057,0.5574
-0.3384,0.1512,-0.5324,1.1953,1.0621
-0.5324,1.1953,-0.7484,1.5057,0.4146
-0.3384,0.1512,-0.5727,1.3976,1.2684
-0.5727,1.3976,-0.7484,1.5057,0.2082
-0.3384,0.1512,-0.6296,1.4486,1.3448
-0.6296,1.4486,-0.7484,1.5057,0.1318
-0.3384,0.1512,-0.7484,1.5057,1.4766
-1.0968,-0.8091,-1.6387,0.8537,1.7494
-1.0968,-0.8091,-1.2064,-0.5017,0.3264
-1.2064,-0.5017,-1.6387,0.8537,1.423
-1.0968,-0.8091,-1.2752,-0.288,0.5509
-1.2752,-0.288,-1.6387,0.8537,1.1985
-1.0968,-0.8091,-1.3765,-0.0042,0.8523
-1.3765,-0.0042,-1.6387,0.8537,0.8971
-1.0968,-0.8091,-1.4337,0.2007,1.065
-1.4337,0.2007,-1.6387,0.8537,0.6844
-1.0968,-0.8091,-1.5251,0.4872,1.3657
-1.5251,0.4872,-1.6387,0.8537,0.3837
-1.0968,-0.8091,-1.6387,0.8537,1.7494
-0.2249,0.8327,-0.8542,1.4512,0.9706
-0.2249,0.8327,-0.3494,1.0541,0.254
-0.3494,1.0541,-0.8542,1.4512,0.7165
-0.2249,0.8327,-0.4659,1.2813,0.5094
-0.4659,1.2813,-0.8542,1.4512,0.4612
-0.2249,0.8327,-0.6268,1.4509,0.7432
-0.6268,1.4509,-0.8542,1.4512,0.2274
-0.2249,0.8327,-0.8542,1.4512,0.9706
0.3367,0.8477,-0.4616,1.2085,0.8764
0.3367,0.8477,-0.0173,1.023,0.395
-0.0173,1.023,-0.4616,1.2085,0.4814
0.3367,0.8477,-0.4616,1.2085,0.8764
1.185,-0.1306,-0.9297,-0.4372,2.1405
1.185,-0.1306,0.876,-0.1911,0.3149
0.876,-0.1911,-0.9297,-0.4372,1.8256
1.185,-0.1306,0.5215,-0.2727,0.6786
0.5215,-0.2727,-0.9297,-0.4372,1.4619
1.185,-0.1306,0.4087,-0.3,0.7947
0.4087,-0.3,-0.9297,-0.4372,1.3458
1.185,-0.1306,0.2465,-0.3181,0.9579
0.2465,-0.3181,-0.9297,-0.4372,1.1826
1.185,-0.1306,-0.1243,-0.3684,1.3321
-0.1243,-0.3684,-0.9297,-0.4372,0.8084
1.185,-0.1306,-0.4428,-0.3912,1.6514
-0.4428,-0.3912,-0.9297,-0.4372,0.4891
1.185,-0.1306,-0.7323,-0.4149,1.9419
-0.7323,-0.4149,-0.9297,-0.4372,0.1986
1.185,-0.1306,-0.9297,-0.4372,2.1405
1.1841,-0.5186,-0.9623,0.3331,2.4287
1.1841,-0.5186,1.0848,-0.5072,0.1
1.0848,-0.5072,-0.9623,0.3331,2.3287
1.1841,-0.5186,0.7248,-0.4607,0.463
0.7248,-0.4607,-0.9623,0.3331,1.9657
1.1841,-0.5186,0.5246,-0.4327,0.6651
0.5246,-0.4327,-0.9623,0.3331,1.7636
1.1841,-0.5186,0.2166,-0.3878,0.9764
0.2166,-0.3878,-0.9623,0.3331,1.4523
1.1841,-0.5186,-0.0085,-0.3554,1.2038
-0.0085,-0.3554,-0.9623,0.3331,1.2248
1.1841,-0.5186,-0.3,-0.3192,1.4976
-0.3,-0.3192,-0.9623,0.3331,0.9311
1.1841,-0.5186,-0.5892,-0.0635,1.8835
-0.5892,-0.0635,-0.9623,0.3331,0.5451
1.1841,-0.5186,-0.8246,0.2037,2.2396
-0.8246,0.2037,-0.9623,0.3331,0.189
1.1841,-0.5186,-0.9623,0.3331,2.4287
-0.9115,-0.8529,0.3327,0.4634,1.9806
-0.9115,-0.8529,-0.7655,-0.556,0.3308
-0.7655,-0.556,0.3327,0.4634,1.6498
-0.9115,-0.8529,-0.6593,-0.3438,0.5681
-0.6593,-0.3438,0.3327,0.4634,1.4125
-0.9115,-0.8529,-0.4829,0.0225,0.9747
-0.4829,0.0225,0.3327,0.4634,1.0059
-0.9115,-0.8529,-0.3928,0.2061,1.1792
-0.3928,0.2061,0.3327,0.4634,0.8014
-0.9115,-0.8529,-0.2937,0.3341,1.341
-0.2937,0.3341,0.3327,0.4634,0.6396
-0.9115,-0.8529,-0.12,0.3712,1.5186
-0.12,0.3712,0.3327,0.4634,0.462
-0.9115,-0.8529,0.3327,0.4634,1.9806
-1.4619,-0.1905,-0.9703,1.6131,2.115
-1.4619,-0.1905,-1.4505,0.2088,0.3994
-1.4505,0.2088,-0.9703,1.6131,1.7156
-1.4619,-0.1905,-1.4436,0.475,0.6658
-1.4436,0.475,-0.9703,1.6131,1.4493
-1.4619,-0.1905,-1.4382,0.7864,0.9772
-1.4382,0.7864,-0.9703,1.6131,1.1378
-1.4619,-0.1905,-1.4261,1.1506,1.3416
-1.4261,1.1506,-0.9703,1.6131,0.7734
-1.4619,-0.1905,-1.4165,1.4482,1.6393
-1.4165,1.4482,-0.9703,1.6131,0.4757
-1.4619,-0.1905,-0.9703,1.6131,2.115
0.726,-0.7654,-1.1916,-0.4612,1.9416
0.726,-0.7654,0.3852,-0.7121,0.3449
0.3852,-0.7121,-1.1916,-0.4612,1.5967
0.726,-0.7654,0.0212,-0.6556,0.7133
0.0212,-0.6556,-1.1916,-0.4612,1.2283
0.726,-0.7654,-0.3689,-0.5931,1.1083
-0.3689,-0.5931,-1.1916,-0.4612,0.8332
0.726,-0.7654,-0.6632,-0.5471,1.4063
-0.6632,-0.5471,-1.1916,-0.4612,0.5353
0.726,-0.7654,-0.937,-0.503,1.6835
-0.937,-0.503,-1.1916,-0.4612,0.258
0.726,-0.7654,-1.1916,-0.4612,1.9416
-0.1336,-0.7285,0.4485,-0.5237,0.6172
-0.1336,-0.7285,0.1844,-0.6098,0.3395
0.1844,-0.6098,0.4485,-0.5237,0.2777
-0.1336,-0.7285,0.4485,-0.5237,0.6172
-0.0015,0.7021,-0.5729,0.8419,0.5882
-0.0015,0.7021,-0.2089,0.7513,0.2131
-0.2089,0.7513,-0.5729,0.8419,0.3751
-0.0015,0.7021,-0.5729,0.8419,0.5882
1.9129,-0.9039,-1.5142,0.1485,3.591
1.9129,-0.9039,1.4689,-0.7877,0.4589
1.4689,-0.7877,-1.5142,0.1485,3.1321
1.9129,-0.9039,1.1748,-0.7095,0.7632
1.1748,-0.7095,-1.5142,0.1485,2.8278
1.9129,-0.9039,0.7741,-0.5995,1.1788
0.7741,-0.5995,-1.5142,0.1485,2.4122
1.9129,-0.9039,0.362,-0.4977,1.6032
0.362,-0.4977,-1.5142,0.1485,1.9878
1.9129,-0.9039,0.2645,-0.4729,1.7039
0.2645,-0.4729,-1.5142,0.1485,1.8871
1.9129,-0.9039,-0.0824,-0.3838,2.062
-0.0824,-0.3838,-1.5142,0.1485,1.529
1.9129,-0.9039,-0.4279,-0.2824,2.4221
-0.4279,-0.2824,-1.5142,0.1485,1.1689
1.9129,-0.9039,-0.6158,-0.2091,2.6237
-0.6158,-0.2091,-1.5142,0.1485,0.9673
1.9129,-0.9039,-1.0053,-0.0663,3.0386
-1.0053,-0.0663,-1.5142,0.1485,0.5524
1.9129,-0.9039,-1.089,-0.0337,3.1284
-1.089,-0.0337,-1.5142,0.1485,0.4626
1.9129,-0.9039,-1.3978,0.0983,3.4642
-1.3978,0.0983,-1.5142,0.1485,0.1268
1.9129,-0.9039,-1.5142,0.1485,3.591
0.4118,-0.9307,-0.3077,-0.645,0.7742
0.4118,-0.9307,0.3037,-0.8864,0.1169
0.3037,-0.8864,-0.3077,-0.645,0.6574
0.4118,-0.9307,-0.1579,-0.701,0.6143
-0.1579,-0.701,-0.3077,-0.645,0.16
0.4118,-0.9307,-0.3077,-0.645,0.7742
-0.7288,0.4156,1.3604,1.0885,2.5599
-0.7288,0.4156,-0.4034,0.4584,0.3282
-0.4034,0.4584,1.3604,1.0885,2.2317
-0.7288,0.4156,-0.0194,0.4861,0.7132
-0.0194,0.4861,1.3604,1.0885,1.8467
-0.7288,0.4156,0.454,0.5343,1.189
0.454,0.5343,1.3604,1.0885,1.3709
-0.7288,0.4156,0.8254,0.5635,1.5616
0.8254,0.5635,1.3604,1.0885,0.9983
-0.7288,0.4156,1.2862,0.6179,2.0256
1.2862,0.6179,1.3604,1.0885,0.5343
-0.7288,0.4156,1.3616,0.631,2.1021
1.3616,0.631,1.3604,1.0885,0.4577
-0.7288,0.4156,1.367,0.7432,2.2145
1.367,0.7432,1.3604,1.0885,0.3454
-0.7288,0.4156,1.3604,1.0885,2.5599
1.6127,0.3259,-1.7802,-0.2314,3.4936
1.6127,0.3259,1.3415,0.3286,0.2712
1.3415,0.3286,-1.7802,-0.2314,3.2224
1.6127,0.3259,0.8996,0.3279,0.7131
0.8996,0.3279,-1.7802,-0.2314,2.7805
1.6127,0.3259,0.643,0.3244,0.9698
0.643,0.3244,-1.7802,-0.2314,2.5238
1.6127,0.3259,0.4123,0.3226,1.2005
0.4123,0.3226,-1.7802,-0.2314,2.2931
1.6127,0.3259,0.0863,0.3229,1.5265
0.0863,0.3229,-1.7802,-0.2314,1.9671
1.6127,0.3259,-0.3597,0.3112,1.9727
-0.3597,0.3112,-1.7802,-0.2314,1.521
1.6127,0.3259,-0.6568,0.1995,2.2901
-0.6568,0.1995,-1.7802,-0.2314,1.2036
1.6127,0.3259,-1.0091,0.054,2.6712
-1.0091,0.054,-1.7802,-0.2314,0.8224
1.6127,0.3259,-1.4497,-0.1187,3.1445
-1.4497,-0.1187,-1.7802,-0.2314,0.3491
1.6127,0.3259,-1.7802,-0.2314,3.4936
-0.306,1.3204,-0.5594,-0.0556,1.3992
-0.306,1.3204,-0.3834,0.8795,0.4477
-0.3834,0.8795,-0.5594,-0.0556,0.9515
-0.306,1.3204,-0.4152,0.693,0.6368
-0.4152,0.693,-0.5594,-0.0556,0.7624
-0.306,1.3204,-0.4734,0.3805,0.9547
-0.4734,0.3805,-0.5594,-0.0556,0.4445
-0.306,1.3204,-0.5594,-0.0556,1.3992
-1.8712,1.5455,1.3752,0.5769,3.494
-1.8712,1.5455,-1.4059,1.4965,0.4678
-1.4059,1.4965,1.3752,0.5769,3.0262
-1.8712,1.5455,-1.0844,1.4694,0.7905
-1.0844,1.4694,1.3752,0.5769,2.7035
-1.8712,1.5455,-0.6765,1.4437,1.1992
-0.6765,1.4437,1.3752,0.5769,2.2948
-1.8712,1.5455,-0.5077,1.3803,1.3795
-0.5077,1.3803,1.3752,0.5769,2.1145
-1.8712,1.5455,-0.1115,1.084,1.8742
-0.1115,1.084,1.3752,0.5769,1.6198
-1.8712,1.5455,0.1485,0.9062,2.1892
0.1485,0.9062,1.3752,0.5769,1.3048
-1.8712,1.5455,0.3062,0.808,2.375
0.3062,0.808,1.3752,0.5769,1.119
-1.8712,1.5455,0.5682,0.6631,2.6744
0.5682,0.6631,1.3752,0.5769,0.8196
-1.8712,1.5455,0.7975,0.587,2.916
0.7975,0.587,1.3752,0.5769,0.578
-1.8712,1.5455,1.0524,0.5912,3.1709
1.0524,0.5912,1.3752,0.5769,0.3231
-1.8712,1.5455,1.3752,0.5769,3.494
1.7992,0.3828,0.3359,-0.8032,1.8838
1.7992,0.3828,1.5433,0.1815,0.3256
1.5433,0.1815,0.3359,-0.8032,1.5582
1.7992,0.3828,1.1787,-0.1055,0.7895
1.1787,-0.1055,0.3359,-0.8032,1.0943
1.7992,0.3828,1.0313,-0.2314,0.9834
1.0313,-0.2314,0.3359,-0.8032,0.9004
1.7992,0.3828,0.8042,-0.4181,1.2774
0.8042,-0.4181,0.3359,-0.8032,0.6064
1.7992,0.3828,0.4784,-0.6804,1.6957
0.4784,-0.6804,0.3359,-0.8032,0.1881
1.7992,0.3828,0.3359,-0.8032,1.8838
1.542,0.9795,1.8922,-0.8052,1.8192
1.542,0.9795,1.6012,0.6071,0.377
1.6012,0.6071,1.8922,-0.8052,1.4422
1.542,0.9795,1.6845,0.2062,0.7865
1.6845,0.2062,1.8922,-0.8052,1.0327
1.542,0.9795,1.7445,-0.1179,1.1162
1.7445,-0.1179,1.8922,-0.8052,0.7031
1.542,0.9795,1.7611,-0.1853,1.1856
1.7611,-0.1853,1.8922,-0.8052,0.6336
1.542,0.9795,1.8363,-0.5371,1.5453
1.8363,-0.5371,1.8922,-0.8052,0.2739
1.542,0.9795,1.8922,-0.8052,1.8192
-0.6803,-0.9048,1.7205,-0.417,2.4502
-0.6803,-0.9048,-0.2995,-0.8258,0.389
-0.2995,-0.8258,1.7205,-0.417,2.0612
-0.6803,-0.9048,0.0441,-0.7583,0.7391
0.0441,-0.7583,1.7205,-0.417,1.7111
-0.6803,-0.9048,0.4026,-0.6973,1.1028
0.4026,-0.6973,1.7205,-0.417,1.3474
-0.6803,-0.9048,0.4877,-0.6807,1.1894
0.4877,-0.6807,1.7205,-0.417,1.2608
-0.6803,-0.9048,0.8365,-0.6091,1.5455
0.8365,-0.6091,1.7205,-0.417,0.9047
-0.6803,-0.9048,1.1586,-0.5366,1.8756
1.1586,-0.5366,1.7205,-0.417,0.5746
-0.6803,-0.9048,1.4122,-0.4869,2.1341
1.4122,-0.4869,1.7205,-0.417,0.3161
-0.6803,-0.9048,1.7205,-0.417,2.4502
1.9694,1.5924,1.1109,1.6262,0.8604
1.9694,1.5924,1.6783,1.5817,0.2913
1.6783,1.5817,1.1109,1.6262,0.5692
1.9694,1.5924,1.4165,1.6015,0.5539
1.4165,1.6015,1.1109,1.6262,0.3066
1.9694,1.5924,1.1109,1.6262,0.8604
-0.4727,-0.5154,1.5265,1.5597,3.1829
-0.4727,-0.5154,-0.3959,-0.0506,0.4711
-0.3959,-0.0506,1.5265,1.5597,2.7118
-0.4727,-0.5154,-0.3406,0.2561,0.7828
-0.3406,0.2561,1.5265,1.5597,2.4002
-0.4727,-0.5154,-0.3028,0.3226,0.8592
-0.3028,0.3226,1.5265,1.5597,2.3237
-0.4727,-0.5154,-0.1156,0.5554,1.158
-0.1156,0.5554,1.5265,1.5597,2.0249
-0.4727,-0.5154,-0.0065,0.6744,1.3194
