start_x,start_y,goal_x,goal_y,path_length
-0.0065,0.6744,1.5265,1.5597,1.8635
-0.4727,-0.5154,0.1921,0.884,1.6082
0.1921,0.884,1.5265,1.5597,1.5748
-0.4727,-0.5154,0.4465,1.1724,1.9927
0.4465,1.1724,1.5265,1.5597,1.1902
-0.4727,-0.5154,0.6027,1.3617,2.2382
0.6027,1.3617,1.5265,1.5597,0.9448
-0.4727,-0.5154,0.9803,1.4374,2.6232
0.9803,1.4374,1.5265,1.5597,0.5597
-0.4727,-0.5154,1.1045,1.4661,2.7507
1.1045,1.4661,1.5265,1.5597,0.4322
-0.4727,-0.5154,1.5265,1.5597,3.1829
-0.1611,1.5121,0.7812,-0.0441,1.8195
-0.1611,1.5121,-0.0225,1.2959,0.2568
-0.0225,1.2959,0.7812,-0.0441,1.5627
-0.1611,1.5121,0.204,0.9058,0.7079
0.204,0.9058,0.7812,-0.0441,1.1117
-0.1611,1.5121,0.3327,0.6845,0.9639
0.3327,0.6845,0.7812,-0.0441,0.8556
-0.1611,1.5121,0.5726,0.3031,1.4145
0.5726,0.3031,0.7812,-0.0441,0.405
-0.1611,1.5121,0.7812,-0.0441,1.8195
1.2544,-0.7932,-0.4783,-0.8174,1.7343
1.2544,-0.7932,1.1545,-0.7946,0.1
1.1545,-0.7946,-0.4783,-0.8174,1.6343
1.2544,-0.7932,0.8395,-0.792,0.415
0.8395,-0.792,-0.4783,-0.8174,1.3193
1.2544,-0.7932,0.611,-0.7802,0.6438
0.611,-0.7802,-0.4783,-0.8174,1.0904
1.2544,-0.7932,0.3478,-0.7856,0.907
0.3478,-0.7856,-0.4783,-0.8174,0.8273
1.2544,-0.7932,0.0648,-0.7948,1.1902
0.0648,-0.7948,-0.4783,-0.8174,0.5441
1.2544,-0.7932,-0.218,-0.818,1.4739
-0.218,-0.818,-0.4783,-0.8174,0.2603
1.2544,-0.7932,-0.4783,-0.8174,1.7343
-0.9394,-0.9769,0.4512,0.6757,2.2886
-0.9394,-0.9769,-0.7583,-0.6049,0.4137
-0.7583,-0.6049,0.4512,0.6757,1.8749
-0.9394,-0.9769,-0.5762,-0.2379,0.8234
-0.5762,-0.2379,0.4512,0.6757,1.4652
-0.9394,-0.9769,-0.4965,-0.0602,1.0182
-0.4965,-0.0602,0.4512,0.6757,1.2704
-0.9394,-0.9769,-0.3281,0.3158,1.4302
-0.3281,0.3158,0.4512,0.6757,0.8584
-0.9394,-0.9769,-0.0392,0.4429,1.7458
-0.0392,0.4429,0.4512,0.6757,0.5428
-0.9394,-0.9769,0.3353,0.623,2.1613
0.3353,0.623,0.4512,0.6757,0.1273
-0.9394,-0.9769,0.4512,0.6757,2.2886
0.376,0.935,1.208,1.4401,1.1081
0.376,0.935,0.5293,1.2414,0.3427
0.5293,1.2414,1.208,1.4401,0.7654
0.376,0.935,0.7039,1.4358,0.6039
0.7039,1.4358,1.208,1.4401,0.5042
0.376,0.935,0.8699,1.4384,0.7699
0.8699,1.4384,1.208,1.4401,0.3381
0.376,0.935,1.208,1.4401,1.1081
-0.4927,-0.1427,1.7078,-0.5533,2.2995
-0.4927,-0.1427,-0.2583,-0.3658,0.3236
-0.2583,-0.3658,1.7078,-0.5533,1.9758
-0.4927,-0.1427,-0.0467,-0.3945,0.5372
-0.0467,-0.3945,1.7078,-0.5533,1.7623
-0.4927,-0.1427,0.2634,-0.4242,0.8486
0.2634,-0.4242,1.7078,-0.5533,1.4508
-0.4927,-0.1427,0.5797,-0.4671,1.1678
0.5797,-0.4671,1.7078,-0.5533,1.1317
-0.4927,-0.1427,0.953,-0.5017,1.5427
0.953,-0.5017,1.7078,-0.5533,0.7568
-0.4927,-0.1427,1.2112,-0.5121,1.8012
1.2112,-0.5121,1.7078,-0.5533,0.4983
-0.4927,-0.1427,1.549,-0.5412,2.1402
1.549,-0.5412,1.7078,-0.5533,0.1593
-0.4927,-0.1427,1.7078,-0.5533,2.2995
1.4712,-0.5234,-0.2865,-0.8773,1.7935
1.4712,-0.5234,1.0223,-0.6233,0.4599
1.0223,-0.6233,-0.2865,-0.8773,1.3336
1.4712,-0.5234,0.676,-0.7016,0.8149
0.676,-0.7016,-0.2865,-0.8773,0.9785
1.4712,-0.5234,0.2928,-0.7765,1.2054
0.2928,-0.7765,-0.2865,-0.8773,0.5881
1.4712,-0.5234,0.0429,-0.8165,1.4585
0.0429,-0.8165,-0.2865,-0.8773,0.335
1.4712,-0.5234,-0.2865,-0.8773,1.7935
0.3437,0.2034,0.3279,-0.64,0.8436
0.3437,0.2034,0.334,-0.1723,0.3759
0.334,-0.1723,0.3279,-0.64,0.4677
0.3437,0.2034,0.3279,-0.64,0.8436
-1.1159,-0.1786,1.4112,-0.8991,2.6282
-1.1159,-0.1786,-0.75,-0.2814,0.38
-0.75,-0.2814,1.4112,-0.8991,2.2481
-1.1159,-0.1786,-0.2806,-0.4143,0.8679
-0.2806,-0.4143,1.4112,-0.8991,1.7602
-1.1159,-0.1786,0.1535,-0.5398,1.3198
0.1535,-0.5398,1.4112,-0.8991,1.3083
-1.1159,-0.1786,0.4981,-0.6459,1.6804
0.4981,-0.6459,1.4112,-0.8991,0.9478
-1.1159,-0.1786,0.7454,-0.7181,1.938
0.7454,-0.7181,1.4112,-0.8991,0.6901
-1.1159,-0.1786,1.0572,-0.7942,2.259
1.0572,-0.7942,1.4112,-0.8991,0.3692
-1.1159,-0.1786,1.4112,-0.8991,2.6282
-0.1676,0.9686,-0.8528,-0.099,1.2688
-0.1676,0.9686,-0.3585,0.685,0.3419
-0.3585,0.685,-0.8528,-0.099,0.9269
-0.1676,0.9686,-0.5183,0.4261,0.6461
-0.5183,0.4261,-0.8528,-0.099,0.6226
-0.1676,0.9686,-0.6923,0.1598,0.9643
-0.6923,0.1598,-0.8528,-0.099,0.3045
-0.1676,0.9686,-0.8528,-0.099,1.2688
-1.1133,-0.859,1.4398,1.3606,3.6495
-1.1133,-0.859,-0.8869,-0.5334,0.3966
-0.8869,-0.5334,1.4398,1.3606,3.253
-1.1133,-0.859,-0.7434,-0.3231,0.6512
-0.7434,-0.3231,1.4398,1.3606,2.9983
-1.1133,-0.859,-0.6284,-0.144,0.864
-0.6284,-0.144,1.4398,1.3606,2.7855
-1.1133,-0.859,-0.4777,0.0802,1.1342
-0.4777,0.0802,1.4398,1.3606,2.5154
-1.1133,-0.859,-0.3504,0.2739,1.366
-0.3504,0.2739,1.4398,1.3606,2.2835
-1.1133,-0.859,-0.155,0.4988,1.6639
-0.155,0.4988,1.4398,1.3606,1.9856
-1.1133,-0.859,0.0567,0.7478,1.9907
0.0567,0.7478,1.4398,1.3606,1.6588
-1.1133,-0.859,0.2585,0.9887,2.305
0.2585,0.9887,1.4398,1.3606,1.3446
-1.1133,-0.859,0.4822,1.2124,2.6213
0.4822,1.2124,1.4398,1.3606,1.0282
-1.1133,-0.859,0.6258,1.3547,2.8235
0.6258,1.3547,1.4398,1.3606,0.826
-1.1133,-0.859,0.7463,1.4048,2.954
0.7463,1.4048,1.4398,1.3606,0.6955
-1.1133,-0.859,0.933,1.3812,3.1422
0.933,1.3812,1.4398,1.3606,0.5074
-1.1133,-0.859,1.1644,1.3779,3.3736
1.1644,1.3779,1.4398,1.3606,0.276
-1.1133,-0.859,1.4398,1.3606,3.6495
1.944,1.5589,-1.8582,0.2198,4.1063
1.944,1.5589,1.5656,1.5005,0.3829
1.5656,1.5005,-1.8582,0.2198,3.7233
1.944,1.5589,1.4394,1.4812,0.5106
1.4394,1.4812,-1.8582,0.2198,3.5956
1.944,1.5589,0.9831,1.4268,0.9701
0.9831,1.4268,-1.8582,0.2198,3.1362
1.944,1.5589,0.732,1.3851,1.2247
0.732,1.3851,-1.8582,0.2198,2.8816
1.944,1.5589,0.6016,1.3534,1.3589
0.6016,1.3534,-1.8582,0.2198,2.7474
1.944,1.5589,0.3369,1.2061,1.6618
0.3369,1.2061,-1.8582,0.2198,2.4445
1.944,1.5589,0.2547,1.1543,1.7589
0.2547,1.1543,-1.8582,0.2198,2.3474
1.944,1.5589,-0.0165,0.9743,2.0844
-0.0165,0.9743,-1.8582,0.2198,2.0219
1.944,1.5589,-0.1389,0.8889,2.2337
-0.1389,0.8889,-1.8582,0.2198,1.8726
1.944,1.5589,-0.3978,0.7012,2.5534
-0.3978,0.7012,-1.8582,0.2198,1.5528
1.944,1.5589,-0.6201,0.5439,2.8258
-0.6201,0.5439,-1.8582,0.2198,1.2805
1.944,1.5589,-0.8944,0.4877,3.1058
-0.8944,0.4877,-1.8582,0.2198,1.0005
1.944,1.5589,-1.3719,0.3533,3.6019
-1.3719,0.3533,-1.8582,0.2198,0.5044
1.944,1.5589,-1.5742,0.2915,3.8134
-1.5742,0.2915,-1.8582,0.2198,0.2928
1.944,1.5589,-1.8582,0.2198,4.1063
1.5971,-0.2815,0.3088,1.4622,2.2254
1.5971,-0.2815,1.4161,-0.139,0.2303
1.4161,-0.139,0.3088,1.4622,1.9951
1.5971,-0.2815,1.115,0.1324,0.6357
1.115,0.1324,0.3088,1.4622,1.5897
1.5971,-0.2815,0.9172,0.3195,0.9079
0.9172,0.3195,0.3088,1.4622,1.3175
1.5971,-0.2815,0.7204,0.4982,1.1738
0.7204,0.4982,0.3088,1.4622,1.0516
1.5971,-0.2815,0.5822,0.7376,1.4502
0.5822,0.7376,0.3088,1.4622,0.7752
1.5971,-0.2815,0.5062,0.9186,1.6465
0.5062,0.9186,0.3088,1.4622,0.5789
1.5971,-0.2815,0.4081,1.2245,1.9677
0.4081,1.2245,0.3088,1.4622,0.2577
1.5971,-0.2815,0.3088,1.4622,2.2254
0.6841,0.2465,-0.3318,1.3056,1.4679
0.6841,0.2465,0.4104,0.5451,0.4051
0.4104,0.5451,-0.3318,1.3056,1.0627
0.6841,0.2465,0.1764,0.7866,0.7414
0.1764,0.7866,-0.3318,1.3056,0.7264
0.6841,0.2465,0.0697,0.8995,0.8968
0.0697,0.8995,-0.3318,1.3056,0.5711
0.6841,0.2465,-0.1746,1.1528,1.2486
-0.1746,1.1528,-0.3318,1.3056,0.2193
0.6841,0.2465,-0.3318,1.3056,1.4679
1.9661,-0.058,-1.6724,-0.641,3.6854
1.9661,-0.058,1.7655,-0.0936,0.2038
1.7655,-0.0936,-1.6724,-0.641,3.4816
1.9661,-0.058,1.4376,-0.1508,0.5366
1.4376,-0.1508,-1.6724,-0.641,3.1488
1.9661,-0.058,1.097,-0.2109,0.8825
1.097,-0.2109,-1.6724,-0.641,2.8029
1.9661,-0.058,0.7247,-0.2746,1.2602
0.7247,-0.2746,-1.6724,-0.641,2.4253
1.9661,-0.058,0.3982,-0.3257,1.5907
0.3982,-0.3257,-1.6724,-0.641,2.0947
1.9661,-0.058,0.1559,-0.3647,1.8361
0.1559,-0.3647,-1.6724,-0.641,1.8493
1.9661,-0.058,-0.1507,-0.4211,2.1479
-0.1507,-0.4211,-1.6724,-0.641,1.5375
1.9661,-0.058,-0.3141,-0.4405,2.3124
-0.3141,-0.4405,-1.6724,-0.641,1.373
1.9661,-0.058,-0.5774,-0.4792,2.5785
-0.5774,-0.4792,-1.6724,-0.641,1.1069
1.9661,-0.058,-1.009,-0.5447,3.0151
-1.009,-0.5447,-1.6724,-0.641,0.6703
1.9661,-0.058,-1.2765,-0.5825,3.2852
-1.2765,-0.5825,-1.6724,-0.641,0.4002
1.9661,-0.058,-1.5243,-0.6199,3.5358
-1.5243,-0.6199,-1.6724,-0.641,0.1496
1.9661,-0.058,-1.6724,-0.641,3.6854
1.1995,-0.1746,-1.5187,-0.8126,2.7922
1.1995,-0.1746,0.8467,-0.258,0.3626
0.8467,-0.258,-1.5187,-0.8126,2.4296
1.1995,-0.1746,0.5436,-0.3325,0.6747
0.5436,-0.3325,-1.5187,-0.8126,2.1175
1.1995,-0.1746,0.1899,-0.4099,1.0368
0.1899,-0.4099,-1.5187,-0.8126,1.7554
1.1995,-0.1746,-0.1691,-0.4951,1.4057
-0.1691,-0.4951,-1.5187,-0.8126,1.3865
1.1995,-0.1746,-0.3881,-0.5485,1.6311
-0.3881,-0.5485,-1.5187,-0.8126,1.1611
1.1995,-0.1746,-0.6897,-0.6178,1.9406
-0.6897,-0.6178,-1.5187,-0.8126,0.8516
1.1995,-0.1746,-1.0839,-0.7081,2.345
-1.0839,-0.7081,-1.5187,-0.8126,0.4472
1.1995,-0.1746,-1.5187,-0.8126,2.7922
0.3522,-0.6911,0.6533,1.4128,2.1278
0.3522,-0.6911,0.3672,-0.5304,0.1614
0.3672,-0.5304,0.6533,1.4128,1.9664
0.3522,-0.6911,0.4043,-0.1525,0.5411
0.4043,-0.1525,0.6533,1.4128,1.5867
0.3522,-0.6911,0.4496,0.1457,0.8427
0.4496,0.1457,0.6533,1.4128,1.2851
0.3522,-0.6911,0.4935,0.4815,1.1814
0.4935,0.4815,0.6533,1.4128,0.9464
0.3522,-0.6911,0.535,0.8094,1.5119
0.535,0.8094,0.6533,1.4128,0.6159
0.3522,-0.6911,0.5849,1.1554,1.8615
0.5849,1.1554,0.6533,1.4128,0.2663
0.3522,-0.6911,0.6533,1.4128,2.1278
-1.2735,0.3949,0.1634,1.278,1.7357
-1.2735,0.3949,-1.073,0.4502,0.2079
-1.073,0.4502,0.1634,1.278,1.5278
-1.2735,0.3949,-0.625,0.5778,0.6738
-0.625,0.5778,0.1634,1.278,1.062
-1.2735,0.3949,-0.5777,0.588,0.7221
-0.5777,0.588,0.1634,1.278,1.0136
-1.2735,0.3949,-0.3495,0.7885,1.0259
-0.3495,0.7885,0.1634,1.278,0.7098
-1.2735,0.3949,-0.2952,0.8385,1.0997
-0.2952,0.8385,0.1634,1.278,0.6361
-1.2735,0.3949,-0.1202,0.9844,1.3276
-0.1202,0.9844,0.1634,1.278,0.4081
-1.2735,0.3949,0.0919,1.2042,1.633
0.0919,1.2042,0.1634,1.278,0.1027
-1.2735,0.3949,0.1634,1.278,1.7357
1.5577,1.7693,-1.5738,1.3471,3.1689
1.5577,1.7693,1.2681,1.737,0.2914
1.2681,1.737,-1.5738,1.3471,2.8775
1.5577,1.7693,0.8635,1.693,0.6984
0.8635,1.693,-1.5738,1.3471,2.4705
1.5577,1.7693,0.4868,1.6535,1.0771
0.4868,1.6535,-1.5738,1.3471,2.0918
1.5577,1.7693,0.164,1.6024,1.4039
0.164,1.6024,-1.5738,1.3471,1.765
1.5577,1.7693,0.0238,1.5936,1.5445
0.0238,1.5936,-1.5738,1.3471,1.6244
1.5577,1.7693,-0.2551,1.573,1.8241
-0.2551,1.573,-1.5738,1.3471,1.3448
1.5577,1.7693,-0.4841,1.5487,2.0544
-0.4841,1.5487,-1.5738,1.3471,1.1145
1.5577,1.7693,-0.8205,1.506,2.3934
-0.8205,1.506,-1.5738,1.3471,0.7755
1.5577,1.7693,-0.9745,1.484,2.549
-0.9745,1.484,-1.5738,1.3471,0.6199
1.5577,1.7693,-1.3502,1.4379,2.9275
-1.3502,1.4379,-1.5738,1.3471,0.2414
1.5577,1.7693,-1.5738,1.3471,3.1689
-0.9098,-0.756,1.2983,1.8206,3.4539
-0.9098,-0.756,-0.7505,-0.459,0.3371
-0.7505,-0.459,1.2983,1.8206,3.1168
-0.9098,-0.756,-0.5886,-0.1752,0.6638
-0.5886,-0.1752,1.2983,1.8206,2.7902
-0.9098,-0.756,-0.5332,-0.0771,0.7765
-0.5332,-0.0771,1.2983,1.8206,2.6774
-0.9098,-0.756,-0.3685,0.1986,1.0976
-0.3685,0.1986,1.2983,1.8206,2.3563
-0.9098,-0.756,-0.2405,0.4479,1.3778
-0.2405,0.4479,1.2983,1.8206,2.0761
-0.9098,-0.756,0.0069,0.7241,1.7487
0.0069,0.7241,1.2983,1.8206,1.7053
-0.9098,-0.756,0.2597,1.021,2.1386
0.2597,1.021,1.2983,1.8206,1.3153
-0.9098,-0.756,0.4328,1.2035,2.3901
0.4328,1.2035,1.2983,1.8206,1.0638
-0.9098,-0.756,0.7933,1.486,2.8482
0.7933,1.486,1.2983,1.8206,0.6058
-0.9098,-0.756,1.1349,1.7173,3.2607
1.1349,1.7173,1.2983,1.8206,0.1933
-0.9098,-0.756,1.2983,1.8206,3.4539
1.0801,1.9543,-0.7038,-0.7666,3.3055
1.0801,1.9543,1.0253,1.8915,0.0834
1.0253,1.8915,-0.7038,-0.7666,3.2221
1.0801,1.9543,0.7495,1.5654,0.5104
0.7495,1.5654,-0.7038,-0.7666,2.7951
1.0801,1.9543,0.4429,1.2056,0.9832
0.4429,1.2056,-0.7038,-0.7666,2.3223
1.0801,1.9543,0.159,0.8834,1.4126
0.159,0.8834,-0.7038,-0.7666,1.8929
1.0801,1.9543,-0.0343,0.6615,1.7069
-0.0343,0.6615,-0.7038,-0.7666,1.5986
1.0801,1.9543,-0.2952,0.3605,2.1052
-0.2952,0.3605,-0.7038,-0.7666,1.2003
1.0801,1.9543,-0.3863,0.1589,2.3264
-0.3863,0.1589,-0.7038,-0.7666,0.9791
1.0801,1.9543,-0.451,-0.0055,2.5031
-0.451,-0.0055,-0.7038,-0.7666,0.8024
1.0801,1.9543,-0.5534,-0.2773,2.7936
-0.5534,-0.2773,-0.7038,-0.7666,0.5119
1.0801,1.9543,-0.693,-0.7297,3.267
-0.693,-0.7297,-0.7038,-0.7666,0.0385
1.0801,1.9543,-0.7038,-0.7666,3.3055
-1.9832,0.7263,-1.3151,0.02,0.9723
-1.9832,0.7263,-1.7769,0.5119,0.2975
-1.7769,0.5119,-1.3151,0.02,0.6748
-1.9832,0.7263,-1.6102,0.3284,0.5455
-1.6102,0.3284,-1.3151,0.02,0.4268
-1.9832,0.7263,-1.3151,0.02,0.9723
-0.3774,0.9383,-1.9771,-0.8246,2.3919
-0.3774,0.9383,-0.6175,0.5383,0.4665
-0.6175,0.5383,-1.9771,-0.8246,1.9254
-0.3774,0.9383,-0.8628,0.2852,0.819
-0.8628,0.2852,-1.9771,-0.8246,1.573
-0.3774,0.9383,-1.0068,0.1306,1.0303
-1.0068,0.1306,-1.9771,-0.8246,1.3617
-0.3774,0.9383,-1.348,-0.2038,1.5079
-1.348,-0.2038,-1.9771,-0.8246,0.884
-0.3774,0.9383,-1.5353,-0.3814,1.7661
-1.5353,-0.3814,-1.9771,-0.8246,0.6258
-0.3774,0.9383,-1.7163,-0.558,2.019
-1.7163,-0.558,-1.9771,-0.8246,0.3729
-0.3774,0.9383,-1.8292,-0.6743,2.1811
-1.8292,-0.6743,-1.9771,-0.8246,0.2109
-0.3774,0.9383,-1.9771,-0.8246,2.3919
-1.5735,0.118,-0.6311,0.1895,0.9451
-1.5735,0.118,-1.1778,0.1485,0.3969
-1.1778,0.1485,-0.6311,0.1895,0.5482
-1.5735,0.118,-0.7658,0.1779,0.8099
-0.7658,0.1779,-0.6311,0.1895,0.1352
-1.5735,0.118,-0.6311,0.1895,0.9451
-1.5291,-0.4849,-0.3985,1.5987,2.4597
-1.5291,-0.4849,-1.2116,-0.1308,0.4755
-1.2116,-0.1308,-0.3985,1.5987,1.9842
-1.5291,-0.4849,-0.8851,0.2431,0.9719
-0.8851,0.2431,-0.3985,1.5987,1.4878
-1.5291,-0.4849,-0.5823,0.5819,1.4263
-0.5823,0.5819,-0.3985,1.5987,1.0334
-1.5291,-0.4849,-0.5022,0.9997,1.8517
-0.5022,0.9997,-0.3985,1.5987,0.608
-1.5291,-0.4849,-0.4495,1.3217,2.178
-0.4495,1.3217,-0.3985,1.5987,0.2817
-1.5291,-0.4849,-0.3985,1.5987,2.4597
-0.8454,1.4218,1.1751,0.5692,2.2614
-0.8454,1.4218,-0.697,1.4245,0.1484
-0.697,1.4245,1.1751,0.5692,2.1129
-0.8454,1.4218,-0.5244,1.4027,0.3224
-0.5244,1.4027,1.1751,0.5692,1.939
-0.8454,1.4218,-0.3283,1.2716,0.5582
-0.3283,1.2716,1.1751,0.5692,1.7031
-0.8454,1.4218,-0.0427,1.0832,0.9004
-0.0427,1.0832,1.1751,0.5692,1.3609
-0.8454,1.4218,0.3423,0.8382,1.3568
0.3423,0.8382,1.1751,0.5692,0.9046
-0.8454,1.4218,0.5645,0.6687,1.6362
0.5645,0.6687,1.1751,0.5692,0.6252
-0.8454,1.4218,0.7263,0.6047,1.8102
0.7263,0.6047,1.1751,0.5692,0.4512
-0.8454,1.4218,0.9642,0.6007,2.0482
0.9642,0.6007,1.1751,0.5692,0.2132
-0.8454,1.4218,1.1751,0.5692,2.2614
-0.7461,1.4524,-1.4079,-0.8879,2.7136
-0.7461,1.4524,-0.5543,1.405,0.1976
-0.5543,1.405,-1.4079,-0.8879,2.516
-0.7461,1.4524,-0.5579,1.1811,0.4216
-0.5579,1.1811,-1.4079,-0.8879,2.292
-0.7461,1.4524,-0.5604,0.88,0.7227
-0.5604,0.88,-1.4079,-0.8879,1.9909
-0.7461,1.4524,-0.5621,0.6667,0.936
-0.5621,0.6667,-1.4079,-0.8879,1.7776
-0.7461,1.4524,-0.6458,0.4069,1.2089
-0.6458,0.4069,-1.4079,-0.8879,1.5047
-0.7461,1.4524,-0.7868,0.2095,1.4515
-0.7868,0.2095,-1.4079,-0.8879,1.2621
-0.7461,1.4524,-0.9607,-0.1119,1.8169
-0.9607,-0.1119,-1.4079,-0.8879,0.8967
-0.7461,1.4524,-1.1081,-0.3709,2.115
-1.1081,-0.3709,-1.4079,-0.8879,0.5986
-0.7461,1.4524,-1.1996,-0.5051,2.2773
-1.1996,-0.5051,-1.4079,-0.8879,0.4362
-0.7461,1.4524,-1.3468,-0.7565,2.5687
-1.3468,-0.7565,-1.4079,-0.8879,0.1449
-0.7461,1.4524,-1.4079,-0.8879,2.7136
-1.3888,1.4635,0.5961,1.8207,2.0175
-1.3888,1.4635,-1.0525,1.5282,0.3425
-1.0525,1.5282,0.5961,1.8207,1.6749
-1.3888,1.4635,-0.7353,1.5927,0.6662
-0.7353,1.5927,0.5961,1.8207,1.3512
-1.3888,1.4635,-0.4402,1.6421,0.9654
-0.4402,1.6421,0.5961,1.8207,1.052
-1.3888,1.4635,-0.0374,1.7258,1.3768
-0.0374,1.7258,0.5961,1.8207,0.6406
-1.3888,1.4635,0.2056,1.7689,1.6236
0.2056,1.7689,0.5961,1.8207,0.3939
-1.3888,1.4635,0.5961,1.8207,2.0175
-1.4287,1.3597,-0.3147,0.8456,1.5501
-1.4287,1.3597,-1.432,1.4224,0.0628
-1.432,1.4224,-0.3147,0.8456,1.4873
-1.4287,1.3597,-1.106,1.4702,0.3922
-1.106,1.4702,-0.3147,0.8456,1.1579
-1.4287,1.3597,-0.8204,1.4507,0.6786
-0.8204,1.4507,-0.3147,0.8456,0.8715
-1.4287,1.3597,-0.5957,1.4269,0.9044
-0.5957,1.4269,-0.3147,0.8456,0.6457
-1.4287,1.3597,-0.4513,1.1251,1.2391
-0.4513,1.1251,-0.3147,0.8456,0.311
-1.4287,1.3597,-0.3147,0.8456,1.5501
-1.5724,-0.0886,0.8827,-0.4057,2.4788
-1.5724,-0.0886,-1.0996,-0.1818,0.4819
-1.0996,-0.1818,0.8827,-0.4057,1.9969
-1.5724,-0.0886,-0.6754,-0.2498,0.9115
-0.6754,-0.2498,0.8827,-0.4057,1.5673
-1.5724,-0.0886,-0.3793,-0.3035,1.2124
-0.3793,-0.3035,0.8827,-0.4057,1.2664
-1.5724,-0.0886,-0.0789,-0.3375,1.5147
-0.0789,-0.3375,0.8827,-0.4057,0.9641
-1.5724,-0.0886,0.255,-0.3668,1.8499
0.255,-0.3668,0.8827,-0.4057,0.6289
-1.5724,-0.0886,0.5712,-0.3857,2.1667
0.5712,-0.3857,0.8827,-0.4057,0.3121
-1.5724,-0.0886,0.8827,-0.4057,2.4788
-1.5503,0.514,0.4505,0.1528,2.0948
-1.5503,0.514,-1.3784,0.4962,0.1728
-1.3784,0.4962,0.4505,0.1528,1.922
-1.5503,0.514,-0.9866,0.4674,0.5657
-0.9866,0.4674,0.4505,0.1528,1.5291
-1.5503,0.514,-0.6634,0.4436,0.8897
-0.6634,0.4436,0.4505,0.1528,1.205
-1.5503,0.514,-0.5095,0.4261,1.0447
-0.5095,0.4261,0.4505,0.1528,1.0501
-1.5503,0.514,-0.2186,0.3766,1.3398
-0.2186,0.3766,0.4505,0.1528,0.755
-1.5503,0.514,0.1061,0.3562,1.6651
0.1061,0.3562,0.4505,0.1528,0.4297
-1.5503,0.514,0.2192,0.3495,1.7784
0.2192,0.3495,0.4505,0.1528,0.3164
-1.5503,0.514,0.358,0.29,1.9294
0.358,0.29,0.4505,0.1528,0.1654
-1.5503,0.514,0.4505,0.1528,2.0948
-0.3978,1.6681,0.5593,1.1406,1.0931
-0.3978,1.6681,0.0064,1.4348,0.4667
0.0064,1.4348,0.5593,1.1406,0.6264
-0.3978,1.6681,0.3154,1.2666,0.8185
0.3154,1.2666,0.5593,1.1406,0.2745
-0.3978,1.6681,0.5593,1.1406,1.0931
1.7809,1.0939,-0.4029,1.0839,2.3156
1.7809,1.0939,1.467,1.3417,0.4
1.467,1.3417,-0.4029,1.0839,1.9157
1.7809,1.0939,1.2506,1.3794,0.6196
1.2506,1.3794,-0.4029,1.0839,1.696
1.7809,1.0939,1.0192,1.3681,0.8513
1.0192,1.3681,-0.4029,1.0839,1.4643
1.7809,1.0939,0.6912,1.3879,1.1799
0.6912,1.3879,-0.4029,1.0839,1.1357
1.7809,1.0939,0.5265,1.3468,1.3497
0.5265,1.3468,-0.4029,1.0839,0.966
1.7809,1.0939,0.2451,1.2724,1.6407
0.2451,1.2724,-0.4029,1.0839,0.6749
1.7809,1.0939,0.0153,1.2039,1.8805
0.0153,1.2039,-0.4029,1.0839,0.4351
1.7809,1.0939,-0.225,1.1332,2.131
-0.225,1.1332,-0.4029,1.0839,0.1846
1.7809,1.0939,-0.4029,1.0839,2.3156
1.4383,-0.4329,1.9207,1.29,1.7896
1.4383,-0.4329,1.4844,-0.2761,0.1634
1.4844,-0.2761,1.9207,1.29,1.6262
1.4383,-0.4329,1.5835,0.0745,0.5278
1.5835,0.0745,1.9207,1.29,1.2618
1.4383,-0.4329,1.7125,0.4845,0.9576
1.7125,0.4845,1.9207,1.29,0.832
1.4383,-0.4329,1.769,0.6806,1.1616
1.769,0.6806,1.9207,1.29,0.628
1.4383,-0.4329,1.8507,1.0062,1.4973
1.8507,1.0062,1.9207,1.29,0.2923
1.4383,-0.4329,1.9207,1.29,1.7896
-0.5392,-0.9159,1.3699,-0.9325,1.9105
-0.5392,-0.9159,-0.139,-0.923,0.4003
-0.139,-0.923,1.3699,-0.9325,1.5102
-0.5392,-0.9159,0.2525,-0.9213,0.7918
0.2525,-0.9213,1.3699,-0.9325,1.1187
-0.5392,-0.9159,0.7331,-0.9504,1.2732
0.7331,-0.9504,1.3699,-0.9325,0.6373
-0.5392,-0.9159,0.9135,-0.9522,1.4537
0.9135,-0.9522,1.3699,-0.9325,0.4568
-0.5392,-0.9159,1.3699,-0.9325,1.9105
0.2241,-0.4618,1.4577,0.219,1.4091
0.2241,-0.4618,0.5575,-0.272,0.3836
0.5575,-0.272,1.4577,0.219,1.0254
0.2241,-0.4618,0.7453,-0.1715,0.5967
0.7453,-0.1715,1.4577,0.219,0.8124
0.2241,-0.4618,1.0279,-0.0147,0.9198
1.0279,-0.0147,1.4577,0.219,0.4893
0.2241,-0.4618,1.1264,0.0381,1.0316
1.1264,0.0381,1.4577,0.219,0.3774
0.2241,-0.4618,1.4577,0.219,1.4091
-1.7188,-0.5087,1.1509,-0.4815,2.8705
-1.7188,-0.5087,-1.5126,-0.5135,0.2062
-1.5126,-0.5135,1.1509,-0.4815,2.6643
-1.7188,-0.5087,-1.2149,-0.5057,0.5041
-1.2149,-0.5057,1.1509,-0.4815,2.3665
-1.7188,-0.5087,-0.8901,-0.508,0.8288
-0.8901,-0.508,1.1509,-0.4815,2.0417
